0开课系,1课程号,2课程名,3课序号,4学分,5考试类型,6教师,7周次,8星期,9节次,10校区,11教学楼,12教室,课容量,课余量
电子信息工程学院,10L403Q,GPS技术及应用,01,2.0,考试,上官伟* ,1-8周,1,2,主校区,第九教学楼,东201,102,45
电子信息工程学院,10L409Q,经典控制理论,01,4.0,考试,蒋大明* 柳向斌 ,1-16周,2,1,主校区,逸夫教学楼,YF408,65,0
电子信息工程学院,10L409Q,经典控制理论,01,4.0,考试,蒋大明* 柳向斌 ,1-16周,4,2,主校区,逸夫教学楼,YF408,65,0
电子信息工程学院,10L409Q,经典控制理论,02,4.0,考试,苗宇* ,1-16周,4,2,主校区,逸夫教学楼,YF413,65,0
电子信息工程学院,10L409Q,经典控制理论,02,4.0,考试,苗宇* ,1-16周,2,1,主校区,逸夫教学楼,YF413,65,0
电子信息工程学院,10L409Q,经典控制理论,03,4.0,考试,张三同* ,1-16周,4,2,主校区,逸夫教学楼,YF512,60,3
电子信息工程学院,10L409Q,经典控制理论,03,4.0,考试,张三同* ,1-16周,2,1,主校区,逸夫教学楼,YF512,60,3
电子信息工程学院,10L409Q,经典控制理论,04,4.0,考试,李润梅* ,1-16周,4,2,主校区,思源楼,SY201,60,24
电子信息工程学院,10L409Q,经典控制理论,04,4.0,考试,李润梅* ,1-16周,2,1,主校区,思源楼,SY201,60,24
电子信息工程学院,10L421Q,智能控制,01,2.0,考试,张严心* ,1-8周,2,1,主校区,思源西楼,SX504,70,15
电子信息工程学院,10L421Q,智能控制,01,2.0,考试,张严心* ,1-8周,4,1,主校区,逸夫教学楼,YF104,70,15
电子信息工程学院,10L425Q,系统辨识基础,01,2.0,考试,程轶平* ,1-8周,5,2,主校区,思源楼,SY206,70,37
电子信息工程学院,10L425Q,系统辨识基础,01,2.0,考试,程轶平* ,1-8周,2,2,主校区,逸夫教学楼,YF208,70,37
电子信息工程学院,10L440Q,最优控制系统,01,2.0,考试,刘峰2* ,1-8周,3,2,主校区,第九教学楼,东101,120,91
电子信息工程学院,10L440Q,最优控制系统,01,2.0,考试,刘峰2* ,1-8周,5,1,主校区,思源楼,SY401,120,91
电子信息工程学院,10L440Q,最优控制系统,02,2.0,考试,李鹏* ,1-8周,3,2,主校区,思源东楼,SD104,40,0
电子信息工程学院,10L440Q,最优控制系统,02,2.0,考试,李鹏* ,1-8周,5,1,主校区,思源西楼,SX407,40,0
电子信息工程学院,10L444Q,数据结构（B）,01,3.0,考试,张勇* ,1-12周上,5,5,主校区,思源西楼,SX402,100,3
电子信息工程学院,10L444Q,数据结构（B）,01,3.0,考试,张勇* ,1-12周上,3,5,主校区,思源西楼,SX402,100,3
电子信息工程学院,10L450Q,铁道信号基础,01,2.0,考试,赵林海* ,1-8周,5,2,主校区,逸夫教学楼,YF403,65,0
电子信息工程学院,10L450Q,铁道信号基础,01,2.0,考试,赵林海* ,1-8周,2,4,主校区,逸夫教学楼,YF403,65,0
电子信息工程学院,10L450Q,铁道信号基础,02,2.0,考试,李绍斌* ,1-8周,5,2,主校区,逸夫教学楼,YF501,40,0
电子信息工程学院,10L450Q,铁道信号基础,02,2.0,考试,李绍斌* ,1-8周,2,4,主校区,逸夫教学楼,YF501,40,0
电子信息工程学院,10L450Q,铁道信号基础,03,2.0,考试,仲维锋* ,1-8周,5,2,主校区,逸夫教学楼,YF504,40,0
电子信息工程学院,10L450Q,铁道信号基础,03,2.0,考试,仲维锋* ,1-8周,2,4,主校区,逸夫教学楼,YF504,40,0
电子信息工程学院,10L450Q,铁道信号基础,04,2.0,考试,赵波波* ,1-8周,2,4,主校区,逸夫教学楼,YF509,40,0
电子信息工程学院,10L450Q,铁道信号基础,04,2.0,考试,赵波波* ,1-8周,5,2,主校区,逸夫教学楼,YF509,40,0
电子信息工程学院,10L468Q,铁道信号新技术学术讲座,01,1.0,考试,徐洪泽* ,13-16周上,2,1,主校区,逸夫教学楼,YF410,60,23
电子信息工程学院,10L468Q,铁道信号新技术学术讲座,01,1.0,考试,徐洪泽* ,13-16周上,5,1,主校区,逸夫教学楼,YF东708,60,23
电子信息工程学院,10L509Q,GSM-R原理及应用,01,2.0,考试,李旭* ,1-8周,5,6,主校区,逸夫教学楼,YF209,70,52
电子信息工程学院,10L509Q,GSM-R原理及应用,01,2.0,考试,李旭* ,1-8周,2,6,主校区,逸夫教学楼,YF209,70,52
电子信息工程学院,10L523Q,物联网概论,01,2.0,考试,杨冬* ,1-16周,2,4,主校区,思源西楼,SX401,70,16
电子信息工程学院,10L524Q,原料和气体净化设备的设计和制造,01,4.0,考试,王春灿* 简伟 ,1-16周,2,1,主校区,机械楼,Z305,20,8
电子信息工程学院,10L524Q,原料和气体净化设备的设计和制造,01,4.0,考试,王春灿* 简伟 ,1-16周,5,1,主校区,机械楼,Z305,20,8
电子信息工程学院,10L525Q,拉曼传感测温装置的设计和制造,01,4.0,考试,冯素春* 陈根祥 ,1-16周,5,1,主校区,机械楼,Z204,20,8
电子信息工程学院,10L525Q,拉曼传感测温装置的设计和制造,01,4.0,考试,冯素春* 陈根祥 ,1-16周,2,1,主校区,机械楼,Z204,20,8
电子信息工程学院,10L526Q,光纤光缆预警系统产业化设计,01,4.0,考试,刘艳* 裴丽 ,1-16周,2,1,主校区,机械楼,Z109,20,8
电子信息工程学院,10L526Q,光纤光缆预警系统产业化设计,01,4.0,考试,刘艳* 裴丽 ,1-16周,5,1,主校区,机械楼,Z109,20,8
电子信息工程学院,10L527Q,高密度微波信号输出的研制,01,4.0,考试,王目光* 李唐军 ,1-16周,2,1,主校区,机械楼,Z105,20,8
电子信息工程学院,10L527Q,高密度微波信号输出的研制,01,4.0,考试,王目光* 李唐军 ,1-16周,5,1,主校区,机械楼,Z105,20,8
电子信息工程学院,10S178Q,数字通信技术课程设计,01,1.0,考试,王根英* ,13-16周上,2,2,主校区,思源东楼,SD104,60,38
电子信息工程学院,10S179Q,数字图像处理技术课程设计,01,1.0,考试,阮秋琦* 安高云 ,1-8周,1,6,主校区,逸夫教学楼,YF410,50,29
电子信息工程学院,10S204Q,集成电路综合课程设计,01,1.5,考试,李金城* ,13-16周上,3,1,主校区,思源楼,SY101,90,13
电子信息工程学院,10S301Q,通信原理实验,01,1.0,考试,王根英* ,9-16周,5,5,主校区,第九教学楼,南301,30,0
电子信息工程学院,10S301Q,通信原理实验,03,1.0,考试,王根英* ,9-16周,2,5,主校区,第九教学楼,南301,30,1
电子信息工程学院,10S301Q,通信原理实验,04,1.0,考试,王根英* ,9-16周,4,5,主校区,第九教学楼,南301,30,1
电子信息工程学院,10S301Q,通信原理实验,05,1.0,考试,王琴* ,9-16周,4,2,主校区,第九教学楼,南301,30,3
电子信息工程学院,10S301Q,通信原理实验,06,1.0,考试,王琴* ,9-16周,3,5,主校区,第九教学楼,南301,30,0
电子信息工程学院,10S301Q,通信原理实验,07,1.0,考试,王琴* ,9-16周,3,4,主校区,第九教学楼,南301,30,4
电子信息工程学院,10S301Q,通信原理实验,09,1.0,考试,王根英* ,9-16周,5,2,主校区,第九教学楼,南301,30,6
电子信息工程学院,10S301Q,通信原理实验,10,1.0,考试,王根英* ,9-16周,1,6,主校区,第九教学楼,南301,30,3
电子信息工程学院,10S301Q,通信原理实验,11,1.0,考试,王根英* ,9-16周,2,6,主校区,第九教学楼,南301,30,1
电子信息工程学院,10S301Q,通信原理实验,12,1.0,考试,王根英* ,9-16周,2,4,主校区,第九教学楼,南301,30,1
电子信息工程学院,10S301Q,通信原理实验,13,1.0,考试,王根英* ,9-16周,4,4,主校区,第九教学楼,南301,30,0
电子信息工程学院,10S307Q,铁道信号专业综合试验,01,1.5,考试,戴胜华* 李正交 ,13-16周上,3,1,主校区,逸夫教学楼,YF603,70,11
电子信息工程学院,14L006T,微机原理与接口技术基础,01,2.0,考试,陈福恩* ,5-14周上,7,4,主校区,思源楼,SY109,50,6
电子信息工程学院,14L107Q,电路分析,01,4.0,考试,闻跃* ,"1,3,5,7,9,11,13,15周",4,2,主校区,思源西楼,SX404,100,6
电子信息工程学院,14L107Q,电路分析,01,4.0,考试,闻跃* ,1-16周,2,5,主校区,思源西楼,SX404,100,6
电子信息工程学院,14L107Q,电路分析,01,4.0,考试,闻跃* ,1-16周,5,5,主校区,思源西楼,SX404,100,6
电子信息工程学院,14L107Q,电路分析,02,4.0,考试,高岩1* ,1-16周,2,5,主校区,思源西楼,SX405,90,14
电子信息工程学院,14L107Q,电路分析,02,4.0,考试,高岩1* ,"1,3,5,7,9,11,13,15周",4,2,主校区,思源西楼,SX405,90,14
电子信息工程学院,14L107Q,电路分析,02,4.0,考试,高岩1* ,1-16周,5,5,主校区,思源西楼,SX405,90,14
电子信息工程学院,14L107Q,电路分析,03,4.0,考试,马玲* ,"1,3,5,7,9,11,13,15周",4,2,主校区,思源西楼,SX501,100,10
电子信息工程学院,14L107Q,电路分析,03,4.0,考试,马玲* ,1-16周,2,5,主校区,思源西楼,SX501,100,10
电子信息工程学院,14L107Q,电路分析,03,4.0,考试,马玲* ,1-16周,5,5,主校区,思源西楼,SX501,100,10
电子信息工程学院,14L107Q,电路分析,04,4.0,考试,赵文山* ,"1,3,5,7,9,11,13,15周",4,2,主校区,第九教学楼,东203,82,0
电子信息工程学院,14L107Q,电路分析,04,4.0,考试,赵文山* ,1-16周,2,5,主校区,第九教学楼,东203,82,0
电子信息工程学院,14L107Q,电路分析,04,4.0,考试,赵文山* ,1-16周,5,5,主校区,第九教学楼,东203,82,0
电子信息工程学院,14L107Q,电路分析,05,4.0,考试,杜普选* ,1-16周,2,5,主校区,逸夫教学楼,YF411,100,36
电子信息工程学院,14L107Q,电路分析,05,4.0,考试,杜普选* ,1-16周,5,5,主校区,逸夫教学楼,YF411,100,36
电子信息工程学院,14L107Q,电路分析,05,4.0,考试,杜普选* ,"1,3,5,7,9,11,13,15周",4,2,主校区,逸夫教学楼,YF411,100,36
电子信息工程学院,14L107Q,电路分析,06,4.0,考试,李一玫* ,1-16周,2,5,主校区,逸夫教学楼,YF606,100,21
电子信息工程学院,14L107Q,电路分析,06,4.0,考试,李一玫* ,1-16周,5,5,主校区,逸夫教学楼,YF606,100,21
电子信息工程学院,14L107Q,电路分析,06,4.0,考试,李一玫* ,"1,3,5,7,9,11,13,15周",4,2,主校区,逸夫教学楼,YF606,100,21
电子信息工程学院,14L107Q,电路分析,07,4.0,考试,邵小桃* ,"1,3,5,7,9,11,13,15周",4,2,主校区,思源西楼,SX504,100,15
电子信息工程学院,14L107Q,电路分析,07,4.0,考试,邵小桃* ,1-16周,5,5,主校区,思源西楼,SX504,100,15
电子信息工程学院,14L107Q,电路分析,07,4.0,考试,邵小桃* ,1-16周,2,5,主校区,思源西楼,SX504,100,15
电子信息工程学院,14L107Q,电路分析,08,4.0,考试,田慧* ,1-16周,5,5,主校区,思源西楼,SX406,50,25
电子信息工程学院,14L107Q,电路分析,08,4.0,考试,田慧* ,1-16周,2,5,主校区,思源西楼,SX406,50,25
电子信息工程学院,14L107Q,电路分析,08,4.0,考试,田慧* ,"1,3,5,7,9,11,13,15周",4,2,主校区,思源西楼,SX406,50,25
电子信息工程学院,14L109Q,电子测量,01,2.0,考试,王化深* ,9-16周,2,4,主校区,思源西楼,SX304,115,0
电子信息工程学院,14L109Q,电子测量,01,2.0,考试,王化深* ,9-16周,4,4,主校区,思源西楼,SX304,115,0
电子信息工程学院,14L109Q,电子测量,02,2.0,考试,赵会兵* ,9-16周,4,4,主校区,思源西楼,SX105,110,24
电子信息工程学院,14L109Q,电子测量,02,2.0,考试,赵会兵* ,9-16周,2,4,主校区,思源西楼,SX105,110,24
电子信息工程学院,14L109Q,电子测量,03,2.0,考试,朱云* ,9-16周,4,4,主校区,思源西楼,SX107,110,34
电子信息工程学院,14L109Q,电子测量,03,2.0,考试,朱云* ,9-16周,2,4,主校区,思源西楼,SX107,110,34
电子信息工程学院,14L109Q,电子测量,04,2.0,考试,王俊峰* ,9-16周,2,4,主校区,思源西楼,SX502,110,41
电子信息工程学院,14L109Q,电子测量,04,2.0,考试,王俊峰* ,9-16周,4,4,主校区,思源西楼,SX502,110,41
电子信息工程学院,14L125Q,模拟电子技术（A）,01,4.0,考试,李维敏* ,"2,4,6,8,10,12,14,16周上",3,2,主校区,逸夫教学楼,YF207,70,1
电子信息工程学院,14L125Q,模拟电子技术（A）,01,4.0,考试,李维敏* ,1-16周,1,1,主校区,逸夫教学楼,YF208,70,1
电子信息工程学院,14L125Q,模拟电子技术（A）,01,4.0,考试,李维敏* ,1-16周,5,2,主校区,思源楼,SY210,70,1
电子信息工程学院,14L126Q,数字电子技术（A）,01,4.0,考试,侯建军* ,1-16周,3,2,主校区,逸夫教学楼,YF404,150,5
电子信息工程学院,14L126Q,数字电子技术（A）,01,4.0,考试,侯建军* ,1-16周,1,5,主校区,逸夫教学楼,YF404,150,5
电子信息工程学院,14L126Q,数字电子技术（A）,01,4.0,考试,侯建军* ,"1,3,5,7,9,11,13,15周",5,1,主校区,逸夫教学楼,YF404,150,5
电子信息工程学院,14L126Q,数字电子技术（A）,02,4.0,考试,黄亮* ,1-16周,1,5,主校区,第九教学楼,东203,122,-1
电子信息工程学院,14L126Q,数字电子技术（A）,02,4.0,考试,黄亮* ,1-16周,3,2,主校区,第九教学楼,东203,122,-1
电子信息工程学院,14L126Q,数字电子技术（A）,02,4.0,考试,黄亮* ,"1,3,5,7,9,11,13,15周",5,1,主校区,第九教学楼,东203,122,-1
电子信息工程学院,14L126Q,数字电子技术（A）,03,4.0,考试,马庆龙* ,1-16周,3,2,主校区,思源西楼,SX503,100,1
电子信息工程学院,14L126Q,数字电子技术（A）,03,4.0,考试,马庆龙* ,1-16周,1,5,主校区,思源西楼,SX503,100,1
电子信息工程学院,14L126Q,数字电子技术（A）,03,4.0,考试,马庆龙* ,"1,3,5,7,9,11,13,15周",5,1,主校区,思源西楼,SX503,100,1
电子信息工程学院,14L126Q,数字电子技术（A）,04,4.0,考试,朱明强* ,1-16周,1,5,主校区,思源西楼,SX502,100,24
电子信息工程学院,14L126Q,数字电子技术（A）,04,4.0,考试,朱明强* ,1-16周,3,2,主校区,思源西楼,SX502,100,24
电子信息工程学院,14L126Q,数字电子技术（A）,04,4.0,考试,朱明强* ,"1,3,5,7,9,11,13,15周",5,1,主校区,思源西楼,SX502,100,24
电子信息工程学院,14L126Q,数字电子技术（A）,05,4.0,考试,曾涛* ,"1,3,5,7,9,11,13,15周",5,1,主校区,思源东楼,SD106,150,7
电子信息工程学院,14L126Q,数字电子技术（A）,05,4.0,考试,曾涛* ,1-16周,3,2,主校区,思源东楼,SD106,150,7
电子信息工程学院,14L126Q,数字电子技术（A）,05,4.0,考试,曾涛* ,1-16周,1,5,主校区,思源东楼,SD106,150,7
电子信息工程学院,14L126Q,数字电子技术（A）,06,4.0,考试,娄淑琴* ,1-16周,3,2,主校区,思源东楼,SD102,50,9
电子信息工程学院,14L126Q,数字电子技术（A）,06,4.0,考试,娄淑琴* ,1-16周,1,5,主校区,思源东楼,SD102,50,9
电子信息工程学院,14L126Q,数字电子技术（A）,06,4.0,考试,娄淑琴* ,"1,3,5,7,9,11,13,15周",5,1,主校区,思源东楼,SD102,50,9
电子信息工程学院,14L128Q,微机原理与接口技术(A),01,4.0,考试,戴胜华* ,"1,3,5,7,9,11,13,15周",1,4,主校区,思源西楼,SX204,130,5
电子信息工程学院,14L128Q,微机原理与接口技术(A),01,4.0,考试,戴胜华* ,1-16周,2,2,主校区,思源西楼,SX304,130,5
电子信息工程学院,14L128Q,微机原理与接口技术(A),01,4.0,考试,戴胜华* ,1-16周,4,1,主校区,思源西楼,SX304,130,5
电子信息工程学院,14L128Q,微机原理与接口技术(A),02,4.0,考试,黄赞武* ,1-16周,4,1,主校区,逸夫教学楼,YF604,130,24
电子信息工程学院,14L128Q,微机原理与接口技术(A),02,4.0,考试,黄赞武* ,"1,3,5,7,9,11,13,15周",1,4,主校区,逸夫教学楼,YF604,130,24
电子信息工程学院,14L128Q,微机原理与接口技术(A),02,4.0,考试,黄赞武* ,1-16周,2,2,主校区,逸夫教学楼,YF604,130,24
电子信息工程学院,14L128Q,微机原理与接口技术(A),03,4.0,考试,付文秀* ,"1,3,5,7,9,11,13,15周",1,4,主校区,思源西楼,SX203,120,0
电子信息工程学院,14L128Q,微机原理与接口技术(A),03,4.0,考试,付文秀* ,1-16周,4,1,主校区,思源楼,SY210,120,0
电子信息工程学院,14L128Q,微机原理与接口技术(A),03,4.0,考试,付文秀* ,1-16周,2,2,主校区,思源楼,SY210,120,0
电子信息工程学院,14L128Q,微机原理与接口技术(A),04,4.0,考试,衣法臻* ,1-16周,2,2,主校区,逸夫教学楼,YF603,80,24
电子信息工程学院,14L128Q,微机原理与接口技术(A),04,4.0,考试,衣法臻* ,"1,3,5,7,9,11,13,15周",1,4,主校区,逸夫教学楼,YF603,80,24
电子信息工程学院,14L128Q,微机原理与接口技术(A),04,4.0,考试,衣法臻* ,1-16周,4,1,主校区,逸夫教学楼,YF603,80,24
电子信息工程学院,14L128Q,微机原理与接口技术(A),05,4.0,考试,陈福恩* ,1-16周,4,1,主校区,思源西楼,SX504,100,22
电子信息工程学院,14L128Q,微机原理与接口技术(A),05,4.0,考试,陈福恩* ,"1,3,5,7,9,11,13,15周",1,4,主校区,思源西楼,SX504,100,22
电子信息工程学院,14L128Q,微机原理与接口技术(A),05,4.0,考试,陈福恩* ,1-16周,2,2,主校区,思源西楼,SX504,100,22
电子信息工程学院,14L128Q,微机原理与接口技术(A),06,4.0,考试,周永华* ,1-16周,2,2,主校区,思源西楼,SX505,110,12
电子信息工程学院,14L128Q,微机原理与接口技术(A),06,4.0,考试,周永华* ,"1,3,5,7,9,11,13,15周",1,4,主校区,思源西楼,SX505,110,12
电子信息工程学院,14L128Q,微机原理与接口技术(A),06,4.0,考试,周永华* ,1-16周,4,1,主校区,思源西楼,SX505,110,12
电子信息工程学院,14L128Q,微机原理与接口技术(A),07,4.0,考试,郏东耀* ,1-16周,4,1,主校区,思源西楼,SX406,50,18
电子信息工程学院,14L128Q,微机原理与接口技术(A),07,4.0,考试,郏东耀* ,1-16周,2,2,主校区,思源西楼,SX406,50,18
电子信息工程学院,14L128Q,微机原理与接口技术(A),07,4.0,考试,郏东耀* ,"1,3,5,7,9,11,13,15周",1,4,主校区,思源西楼,SX406,50,18
电子信息工程学院,14L128Q,微机原理与接口技术(A),08,4.0,考试,诸强* ,1-16周,2,1,主校区,思源西楼,SX502,60,12
电子信息工程学院,14L128Q,微机原理与接口技术(A),08,4.0,考试,诸强* ,1-16周,4,1,主校区,思源西楼,SX502,60,12
电子信息工程学院,14L139Q,信号与系统（A）,01,4.0,考试,周航* ,"2,4,6,8,10,12,14,16周上",5,1,主校区,思源楼,SY101,90,1
电子信息工程学院,14L139Q,信号与系统（A）,01,4.0,考试,周航* ,1-16周,1,1,主校区,思源楼,SY101,90,1
电子信息工程学院,14L139Q,信号与系统（A）,01,4.0,考试,周航* ,1-16周,3,2,主校区,思源楼,SY101,90,1
电子信息工程学院,14L139Q,信号与系统（A）,02,4.0,考试,陈后金* 杨恒 ,"2,4,6,8,10,12,14,16周上",5,1,主校区,逸夫教学楼,YF106,80,0
电子信息工程学院,14L139Q,信号与系统（A）,02,4.0,考试,陈后金* 杨恒 ,1-16周,2,4,主校区,思源东楼,SD203,80,0
电子信息工程学院,14L139Q,信号与系统（A）,02,4.0,考试,陈后金* 杨恒 ,1-16周,4,1,主校区,逸夫教学楼,YF514,80,0
电子信息工程学院,14L139Q,信号与系统（A）,03,4.0,考试,薛健* ,1-16周,4,5,主校区,思源西楼,SX405,90,11
电子信息工程学院,14L139Q,信号与系统（A）,03,4.0,考试,薛健* ,"2,4,6,8,10,12,14,16周上",5,1,主校区,思源西楼,SX404,90,11
